"policyID","statecode","county","eq_site_limit","hu_site_limit"
719516,"FL","MIAMI DADE COUNTY",0,65577.8
544597,"FL","MIAMI DADE COUNTY",0,559737.72
966875,"FL","MIAMI DADE COUNTY",0,3091113.3
738676,"FL","MIAMI DADE COUNTY",0,0
687748,"FL","MIAMI DADE COUNTY",0,11610000
878004,"FL","MIAMI DADE COUNTY",0,1212547.78
562180,"FL","MIAMI DADE COUNTY",0,915588.27
583081,"FL","MIAMI DADE COUNTY",0,104400
139511,"FL","MIAMI DADE COUNTY",0,315000
402673,"FL","MIAMI DADE COUNTY",0,98280
587999,"FL","MIAMI DADE COUNTY",0,294840
605519,"FL","MIAMI DADE COUNTY",0,1474200
527990,"FL","MIAMI DADE COUNTY",0,29484
728038,"FL","MIAMI DADE COUNTY",203310,203310
830555,"FL","MIAMI DADE COUNTY",0,6472.62
474080,"FL","MIAMI DADE COUNTY",0,75822.12
230801,"FL","MIAMI DADE COUNTY",0,1939012.02
937703,"FL","MIAMI DADE COUNTY",0,605652.3
323696,"FL","MIAMI DADE COUNTY",0,1307469.24
324250,"FL","MIAMI DADE COUNTY",0,2380074.84
863099,"FL","MIAMI DADE COUNTY",0,117431.82
607696,"FL","MIAMI DADE COUNTY",0,385583.22
736477,"FL","MIAMI DADE COUNTY",0,1852221.6
301567,"FL","MIAMI DADE COUNTY",0,1871985.6
175822,"FL","MIAMI DADE COUNTY",0,1937352.6
346442,"FL","MIAMI DADE COUNTY",0,1987977.6
883728,"FL","MIAMI DADE COUNTY",0,19170000
706338,"FL","MIAMI DADE COUNTY",0,31860000
851771,"FL","MIAMI DADE COUNTY",0,2136893.22
791263,"FL","MIAMI DADE COUNTY",0,1182379.95
303832,"FL","MIAMI DADE COUNTY",89505,89505
736926,"FL","MIAMI DADE COUNTY",0,9900000
336995,"FL","MIAMI DADE COUNTY",0,1904660.64
456941,"FL","MIAMI DADE COUNTY",0,144909.65
706134,"FL","MIAMI DADE COUNTY",1131343.2,1131343.2
427407,"FL","MIAMI DADE COUNTY",0,228237.75
715094,"FL","MIAMI DADE COUNTY",2739130.2,2739130.2
871029,"FL","MIAMI DADE COUNTY",0,7261553.16
533420,"FL","MIAMI DADE COUNTY",0,17550000
697407,"FL","MIAMI DADE COUNTY",0,675473.76
271284,"FL","MIAMI DADE COUNTY",0,579908.52
425112,"FL","MIAMI DADE COUNTY",2663293.5,2663293.5
623692,"FL","MIAMI DADE COUNTY",178167.6,178167.6
267091,"FL","MIAMI DADE COUNTY",0,8258717.61
736701,"FL","MIAMI DADE COUNTY",0,1450518.03
623249,"FL","MIAMI DADE COUNTY",0,5097539.34
184924,"FL","MIAMI DADE COUNTY",26851.5,26851.5
571557,"FL","MIAMI DADE COUNTY",0,667317.99
687022,"FL","MIAMI DADE COUNTY",0,2790000
755038,"FL","MIAMI DADE COUNTY",0,8706286.8
134901,"FL","MIAMI DADE COUNTY",0,6520176
517811,"FL","MIAMI DADE COUNTY",0,2160000
634954,"FL","MIAMI DADE COUNTY",0,2160000
386221,"FL","MIAMI DADE COUNTY",413100,413100
821009,"FL","MIAMI DADE COUNTY",0,1422000
750788,"FL","MIAMI DADE COUNTY",0,997735.21
740398,"FL","MIAMI DADE COUNTY",0,4127249.51
406700,"FL","MIAMI DADE COUNTY",0,1503379.02
445070,"FL","MIAMI DADE COUNTY",0,1326899.98
718598,"FL","MIAMI DADE COUNTY",0,1308613.22
679560,"FL","MIAMI DADE COUNTY",0,1867071.58
445531,"FL","MIAMI DADE COUNTY",0,1291492.41
133791,"FL","MIAMI DADE COUNTY",0,1781679.66
736961,"FL","MIAMI DADE COUNTY",0,1787020.5
529943,"FL","MIAMI DADE COUNTY",0,1139309.3
849972,"FL","MIAMI DADE COUNTY",0,1129962.05
689227,"FL","MIAMI DADE COUNTY",0,1134430.08
947820,"FL","MIAMI DADE COUNTY",0,1075553.78
666755,"FL","MIAMI DADE COUNTY",0,1159023.6
399068,"FL","MIAMI DADE COUNTY",0,1742160.71
405827,"FL","MIAMI DADE COUNTY",0,1647918.72
857323,"FL","MIAMI DADE COUNTY",0,2880169.04
505530,"FL","MIAMI DADE COUNTY",0,5405885.82
269179,"FL","MIAMI DADE COUNTY",0,3395522.06
408794,"FL","MIAMI DADE COUNTY",0,9450000
139070,"FL","MIAMI DADE COUNTY",0,5552487.28
447015,"FL","MIAMI DADE COUNTY",0,480343.82
453982,"FL","MIAMI DADE COUNTY",0,678931.2
364604,"FL","MIAMI DADE COUNTY",0,64625.9
193912,"FL","MIAMI DADE COUNTY",0,2871892.44
242601,"FL","MIAMI DADE COUNTY",0,538725.33
879671,"FL","MIAMI DADE COUNTY",0,1437447.96
274529,"FL","MIAMI DADE COUNTY",0,2614377.6
116897,"FL","MIAMI DADE COUNTY",0,1300685.4
189657,"FL","MIAMI DADE COUNTY",0,3187380.43
428208,"FL","MIAMI DADE COUNTY",0,1857122.39
148861,"FL","MIAMI DADE COUNTY",0,17010000
160949,"FL","MIAMI DADE COUNTY",0,134643.6
978133,"FL","MIAMI DADE COUNTY",0,510009.3
323111,"FL","MIAMI DADE COUNTY",0,80114.4
399135,"FL","MIAMI DADE COUNTY",0,441298.08
506379,"FL","MIAMI DADE COUNTY",0,880502.41
118739,"FL","MIAMI DADE COUNTY",0,3494977.54
215502,"FL","MIAMI DADE COUNTY",0,4176480.83
701832,"FL","MIAMI DADE COUNTY",0,3153595.81
525990,"FL","MIAMI DADE COUNTY",0,4745057
216293,"FL","MIAMI DADE COUNTY",0,600735.02
340992,"FL","MIAMI DADE COUNTY",704214,704214
241873,"FL","MIAMI DADE COUNTY",0,675270
436778,"FL","MIAMI DADE COUNTY",0,140282.99
628136,"FL","MIAMI DADE COUNTY",0,33667.92
478892,"FL","MIAMI DADE COUNTY",0,841697.93
174450,"FL","MIAMI DADE COUNTY",0,179562.23
494357,"FL","MIAMI DADE COUNTY",0,561131.96
117192,"FL","MIAMI DADE COUNTY",0,162740.16
785109,"FL","MIAMI DADE COUNTY",0,1528462.98
199116,"FL","MIAMI DADE COUNTY",0,17568.54
761958,"FL","MIAMI DADE COUNTY",0,251507.52
300907,"FL","MIAMI DADE COUNTY",0,12600000
568362,"FL","MIAMI DADE COUNTY",0,530764.65
798535,"FL","MIAMI DADE COUNTY",0,72454.82
700964,"FL","MIAMI DADE COUNTY",0,289819.3
735723,"FL","MIAMI DADE COUNTY",0,4144178.52
616833,"FL","MIAMI DADE COUNTY",0,17640000
251895,"FL","MIAMI DADE COUNTY",136080,136080
793812,"FL","MIAMI DADE COUNTY",0,1994297.58
251805,"FL","MIAMI DADE COUNTY",0,1708326.36
384147,"FL","MIAMI DADE COUNTY",0,895976.91
983549,"FL","MIAMI DADE COUNTY",0,1028587.23
222597,"FL","MIAMI DADE COUNTY",0,1102880.61
624847,"FL","MIAMI DADE COUNTY",0,12780000
176836,"FL","MIAMI DADE COUNTY",170748,170748
545252,"FL","MIAMI DADE COUNTY",2119229.1,2119229.1
637466,"FL","MIAMI DADE COUNTY",698751.9,698751.9
639817,"FL","MIAMI DADE COUNTY",0,3570806.07
123605,"FL","MIAMI DADE COUNTY",0,4826225.52
217628,"FL","MIAMI DADE COUNTY",0,4878189.81
399679,"FL","MIAMI DADE COUNTY",0,104243.49
119629,"FL","MIAMI DADE COUNTY",0,219466.26
505174,"FL","MIAMI DADE COUNTY",0,4106668.41
202772,"FL","MIAMI DADE COUNTY",0,905963.67
760765,"FL","MIAMI DADE COUNTY",0,830290.88
536810,"FL","MIAMI DADE COUNTY",0,2270650.5
535774,"FL","MIAMI DADE COUNTY",0,1956219.46
765256,"FL","MIAMI DADE COUNTY",0,989280
440271,"FL","MIAMI DADE COUNTY",0,989280
688195,"FL","MIAMI DADE COUNTY",0,989280
702567,"FL","MIAMI DADE COUNTY",0,1044819
639017,"FL","MIAMI DADE COUNTY",0,1044819
602119,"FL","MIAMI DADE COUNTY",0,1044819
373705,"FL","MIAMI DADE COUNTY",0,1044819
975774,"FL","MIAMI DADE COUNTY",0,450000
728422,"FL","MIAMI DADE COUNTY",0,1001049.75
250517,"FL","MIAMI DADE COUNTY",0,1114515.32
651081,"FL","MIAMI DADE COUNTY",0,71823.31
647245,"FL","MIAMI DADE COUNTY",0,43093.98
512660,"FL","MIAMI DADE COUNTY",0,1319057.94
768691,"FL","MIAMI DADE COUNTY",0,570026.25
138999,"FL","MIAMI DADE COUNTY",0,312275.25
417060,"FL","MIAMI DADE COUNTY",0,65577.8
303565,"FL","MIAMI DADE COUNTY",0,65577.8
936268,"FL","MIAMI DADE COUNTY",0,374079.73
708741,"FL","MIAMI DADE COUNTY",0,389042.92
894786,"FL","MIAMI DADE COUNTY",0,221455.2
368669,"FL","MIAMI DADE COUNTY",129600,129600
661230,"FL","MIAMI DADE COUNTY",2195100,2195100
809066,"FL","MIAMI DADE COUNTY",0,1362253.39
614824,"FL","MIAMI DADE COUNTY",0,2849231.68
796154,"FL","MIAMI DADE COUNTY",0,506954.14
389573,"FL","MIAMI DADE COUNTY",0,488470.01
964248,"FL","MIAMI DADE COUNTY",0,12690000
717263,"FL","MIAMI DADE COUNTY",0,1081602.44
685214,"FL","MIAMI DADE COUNTY",0,0
300511,"FL","MIAMI DADE COUNTY",0,1006651.56
868867,"FL","MIAMI DADE COUNTY",0,294300
673701,"FL","MIAMI DADE COUNTY",0,324000
238722,"FL","MIAMI DADE COUNTY",0,477000
180567,"FL","MIAMI DADE COUNTY",0,58968
991369,"FL","MIAMI DADE COUNTY",0,962383.31
451635,"FL","MIAMI DADE COUNTY",0,1631448
202791,"FL","MIAMI DADE COUNTY",0,765000
871747,"FL","MIAMI DADE COUNTY",0,1818180
277718,"FL","MIAMI DADE COUNTY",0,1688429.16
923681,"FL","MIAMI DADE COUNTY",0,954249.12
762417,"FL","MIAMI DADE COUNTY",0,833112.54
301438,"FL","MIAMI DADE COUNTY",0,832575.51
270139,"FL","MIAMI DADE COUNTY",0,183512.63
908344,"FL","MIAMI DADE COUNTY",0,41572.44
267834,"FL","MIAMI DADE COUNTY",0,92011.14
527995,"FL","MIAMI DADE COUNTY",0,3129830.55
904367,"FL","MIAMI DADE COUNTY",0,677731.86
627801,"FL","MIAMI DADE COUNTY",0,79581.53
664844,"FL","MIAMI DADE COUNTY",889057.8,889057.8
684235,"FL","MIAMI DADE COUNTY",3429900,3429900
737082,"FL","MIAMI DADE COUNTY",0,2430000
954501,"FL","MIAMI DADE COUNTY",0,14580000
403207,"FL","MIAMI DADE COUNTY",0,18000
579127,"FL","MIAMI DADE COUNTY",0,1052031.16
381837,"FL","MIAMI DADE COUNTY",0,78509.93
748873,"FL","MIAMI DADE COUNTY",0,83299.55
636935,"FL","MIAMI DADE COUNTY",0,11160000
426419,"FL","MIAMI DADE COUNTY",0,1371224.57
789097,"FL","MIAMI DADE COUNTY",0,726806.25
611053,"FL","MIAMI DADE COUNTY",0,3621374.58
236609,"FL","MIAMI DADE COUNTY",0,3182076.28
607565,"FL","MIAMI DADE COUNTY",0,2164141.6
103275,"FL","MIAMI DADE COUNTY",0,5691203.31
720946,"FL","MIAMI DADE COUNTY",0,4174369.28
141201,"FL","MIAMI DADE COUNTY",0,2022812.92
474220,"FL","MIAMI DADE COUNTY",0,159723.9
783596,"FL","MIAMI DADE COUNTY",0,69118.2
488099,"FL","MIAMI DADE COUNTY",0,0
783418,"FL","MIAMI DADE COUNTY",0,0
590049,"FL","MIAMI DADE COUNTY",0,0
734179,"FL","MIAMI DADE COUNTY",765450,765450
466044,"FL","MIAMI DADE COUNTY",0,448905.56
986627,"FL","MIAMI DADE COUNTY",0,0
348552,"FL","MIAMI DADE COUNTY",0,144000
989111,"FL","MIAMI DADE COUNTY",2353595.4,2353595.4
777283,"FL","MIAMI DADE COUNTY",0,14794.56
290230,"FL","MIAMI DADE COUNTY",0,82294.74
331848,"FL","MIAMI DADE COUNTY",0,16020000
661957,"FL","MIAMI DADE COUNTY",0,3212795.52
238210,"FL","MIAMI DADE COUNTY",0,3989822.58
349972,"FL","MIAMI DADE COUNTY",0,1873339.65
876102,"FL","MIAMI DADE COUNTY",103558.5,103558.5
768907,"FL","MIAMI DADE COUNTY",0,362274.12
262865,"FL","MIAMI DADE COUNTY",0,1014367.54
643644,"FL","MIAMI DADE COUNTY",0,79581.53
831084,"FL","MIAMI DADE COUNTY",0,2980586.34
900344,"FL","MIAMI DADE COUNTY",0,1004648.04
532954,"FL","MIAMI DADE COUNTY",421489.8,421489.8
323707,"FL","MIAMI DADE COUNTY",0,330116.35
216471,"FL","MIAMI DADE COUNTY",0,1349494.95
235039,"FL","MIAMI DADE COUNTY",554310.9,554310.9
257921,"FL","MIAMI DADE COUNTY",484537.5,484537.5
643333,"FL","BROWARD COUNTY",0,5843.09
593261,"FL","BROWARD COUNTY",0,2523706.86
295949,"FL","BROWARD COUNTY",0,2854601.99
529955,"FL","BROWARD COUNTY",0,167482.94
275350,"FL","BROWARD COUNTY",0,62237.2
442433,"FL","BROWARD COUNTY",0,155003.59
293770,"FL","BROWARD COUNTY",0,155003.59
944838,"FL","BROWARD COUNTY",0,1291696.56
220357,"FL","BROWARD COUNTY",0,22050000
417944,"FL","BROWARD COUNTY",500514.3,500514.3
590257,"FL","BROWARD COUNTY",0,20143.51
841710,"FL","BROWARD COUNTY",0,116715.45
391138,"FL","BROWARD COUNTY",0,15150.56
248436,"FL","BROWARD COUNTY",0,297000
531956,"FL","BROWARD COUNTY",0,9270000
148329,"FL","BROWARD COUNTY",328500,328500
734133,"FL","BROWARD COUNTY",0,4629186.9
573687,"FL","BROWARD COUNTY",0,803529.54
694537,"FL","BROWARD COUNTY",0,902468.16
365554,"FL","BROWARD COUNTY",0,246884.22
987020,"FL","BROWARD COUNTY",0,239486.94
175716,"FL","BROWARD COUNTY",0,21267.18
591201,"FL","BROWARD COUNTY",0,770241.78
319790,"FL","BROWARD COUNTY",0,617017.88
535861,"FL","BROWARD COUNTY",139810.5,139810.5
985593,"FL","BROWARD COUNTY",836719.2,836719.2
651558,"FL","BROWARD COUNTY",577101.6,577101.6
296480,"FL","BROWARD COUNTY",0,4050000
571842,"FL","BROWARD COUNTY",0,990000
841162,"FL","BROWARD COUNTY",0,1452054.04
341434,"FL","BROWARD COUNTY",0,272862
352811,"FL","BROWARD COUNTY",0,7340941.05
176222,"FL","BROWARD COUNTY",0,201339.27
104201,"FL","BROWARD COUNTY",0,201339.27
460161,"FL","BROWARD COUNTY",0,201339.27
431067,"FL","BROWARD COUNTY",0,382291.33
218303,"FL","BROWARD COUNTY",6548372.1,6548372.1
918670,"FL","BROWARD COUNTY",0,0
874367,"FL","BROWARD COUNTY",0,0
488341,"FL","BROWARD COUNTY",95728.5,95728.5
796395,"FL","BROWARD COUNTY",0,563447.92
510231,"FL","BROWARD COUNTY",0,17375.18
785158,"FL","BROWARD COUNTY",0,16835.45
508606,"FL","BROWARD COUNTY",0,2414.18
174903,"FL","BROWARD COUNTY",0,63253.75
192974,"FL","BROWARD COUNTY",9180000,9180000
933462,"FL","BROWARD COUNTY",414823.5,414823.5
756955,"FL","BROWARD COUNTY",0,103182.56
405085,"FL","BROWARD COUNTY",0,30392.43
825720,"FL","BROWARD COUNTY",0,60952.62
590667,"FL","BROWARD COUNTY",0,164397.74
150942,"FL","BROWARD COUNTY",0,361675.04
956627,"FL","BROWARD COUNTY",0,69143.33
167297,"FL","BROWARD COUNTY",0,95735.79
597383,"FL","BROWARD COUNTY",0,2065425.35
455671,"FL","BROWARD COUNTY",0,939225.13
679981,"FL","BROWARD COUNTY",455850,455850
590107,"FL","BROWARD COUNTY",305419.5,305419.5
581792,"FL","BROWARD COUNTY",182340,182340
631286,"FL","BROWARD COUNTY",83876.4,83876.4
253937,"FL","BROWARD COUNTY",492570,492570
589375,"FL","BROWARD COUNTY",0,39600000
571316,"FL","BROWARD COUNTY",0,6701967
988801,"FL","BROWARD COUNTY",0,969968.34
846619,"FL","BROWARD COUNTY",0,626919.48
815390,"FL","BROWARD COUNTY",0,96164.64
379411,"FL","BROWARD COUNTY",0,13869.9
669617,"FL","BROWARD COUNTY",0,211747.14
173162,"FL","BROWARD COUNTY",0,11340000
193064,"FL","BROWARD COUNTY",1375200,1375200
607284,"FL","BROWARD COUNTY",1033587,1033587
274621,"FL","BROWARD COUNTY",538703.1,538703.1
585596,"FL","BROWARD COUNTY",0,14048.62
379182,"FL","BROWARD COUNTY",342192.6,342192.6
353383,"FL","BROWARD COUNTY",1088880.3,1088880.3
645416,"FL","BROWARD COUNTY",0,1083415.05
265115,"FL","BROWARD COUNTY",473850,473850
156650,"FL","BROWARD COUNTY",0,1161192.32
342948,"FL","BROWARD COUNTY",0,3814866.46
469238,"FL","BROWARD COUNTY",0,2768841.09
613546,"FL","BROWARD COUNTY",0,1341657.84
179796,"FL","BROWARD COUNTY",0,1330200
817303,"FL","BROWARD COUNTY",0,369000
728006,"FL","BROWARD COUNTY",0,1327500
804333,"FL","BROWARD COUNTY",225189.9,225189.9
935477,"FL","BROWARD COUNTY",2060442,2060442
240050,"FL","BROWARD COUNTY",478642.5,478642.5
389077,"FL","BROWARD COUNTY",1367550,1367550
256836,"FL","BROWARD COUNTY",0,1523282.04
147391,"FL","BROWARD COUNTY",0,2518127.25
777356,"FL","BROWARD COUNTY",0,66933.37
794053,"FL","BROWARD COUNTY",0,170577.25
673089,"FL","BROWARD COUNTY",0,46970.78
495643,"FL","BROWARD COUNTY",0,41719.39
471675,"FL","BROWARD COUNTY",0,11669.76
582720,"FL","BROWARD COUNTY",0,9746.07
964110,"FL","BROWARD COUNTY",0,8219.89
828400,"FL","BROWARD COUNTY",0,734869.4
185673,"FL","BROWARD COUNTY",0,959797.08
307951,"FL","BROWARD COUNTY",0,4449463.92
804430,"FL","BROWARD COUNTY",0,71198.82
838164,"FL","BROWARD COUNTY",0,4623.3
746742,"FL","BROWARD COUNTY",0,8321.94
262539,"FL","BROWARD COUNTY",0,346747.5
815662,"FL","BROWARD COUNTY",0,1314866.52
258460,"FL","BROWARD COUNTY",0,110034.54
749502,"FL","BROWARD COUNTY",0,129452.4
137233,"FL","BROWARD COUNTY",0,22191.84
746126,"FL","BROWARD COUNTY",0,2057368.5
125725,"FL","BROWARD COUNTY",0,144246.96
721264,"FL","BROWARD COUNTY",0,2281136.22
987506,"FL","BROWARD COUNTY",0,14794.56
649424,"FL","BROWARD COUNTY",0,5718114
882002,"FL","BROWARD COUNTY",0,1773490.32
186779,"FL","MIAMI DADE COUNTY",132035.4,132035.4
257606,"FL","BROWARD COUNTY",0,6001241.62
903971,"FL","BROWARD COUNTY",0,6205336.03
717953,"FL","BROWARD COUNTY",0,8401.63
363379,"FL","BROWARD COUNTY",0,2074.77
121847,"FL","BROWARD COUNTY",0,17946.52
302611,"FL","BROWARD COUNTY",0,5763.78
839351,"FL","BROWARD COUNTY",0,7121.64
285826,"FL","BROWARD COUNTY",0,8545.96
687404,"FL","BROWARD COUNTY",0,14048.62
249164,"FL","BROWARD COUNTY",0,14048.62
504416,"FL","BROWARD COUNTY",0,14048.62
916882,"FL","BROWARD COUNTY",0,14048.62
870171,"FL","BROWARD COUNTY",0,14048.62
205363,"FL","BROWARD COUNTY",0,14048.62
722970,"FL","BROWARD COUNTY",0,14048.62
306340,"FL","BROWARD COUNTY",0,66777.82
305559,"FL","BROWARD COUNTY",0,44059.19
342628,"FL","BROWARD COUNTY",0,24925.73
917720,"FL","BROWARD COUNTY",0,14048.62
190526,"FL","BROWARD COUNTY",0,17376.79
575286,"FL","BROWARD COUNTY",0,49664.39
553967,"FL","BROWARD COUNTY",0,4946.21
878979,"FL","BROWARD COUNTY",0,1978.87
507707,"FL","BROWARD COUNTY",0,2968.3
586753,"FL","BROWARD COUNTY",0,14048.62
839638,"FL","BROWARD COUNTY",0,936374.9
766776,"FL","BROWARD COUNTY",0,45083.05
696151,"FL","BROWARD COUNTY",0,225415.24
972000,"FL","BROWARD COUNTY",0,31558.13
753658,"FL","BROWARD COUNTY",0,16229.9
919916,"FL","BROWARD COUNTY",0,51749.76
444748,"FL","BROWARD COUNTY",0,95865.02
125307,"FL","BROWARD COUNTY",0,18818.1
968850,"FL","BROWARD COUNTY",0,37636.19
609792,"FL","BROWARD COUNTY",0,37636.19
163933,"FL","BROWARD COUNTY",0,3147.33
976048,"FL","BROWARD COUNTY",0,42340.72
843286,"FL","BROWARD COUNTY",0,1089189.86
631017,"FL","BROWARD COUNTY",0,42075
700861,"FL","BROWARD COUNTY",0,638900.1
470783,"FL","BROWARD COUNTY",0,638900.1
199844,"FL","BROWARD COUNTY",0,638900.1
761711,"FL","BROWARD COUNTY",0,638900.1
763792,"FL","BROWARD COUNTY",0,638900.1
235019,"FL","BROWARD COUNTY",0,831249.92
548112,"FL","BROWARD COUNTY",0,831249.92
724118,"FL","BROWARD COUNTY",0,831249.92
610087,"FL","BROWARD COUNTY",0,709281.9
587342,"FL","BROWARD COUNTY",0,709281.9
690589,"FL","BROWARD COUNTY",0,709281.9
364971,"FL","BROWARD COUNTY",0,3156118.35
248232,"FL","BROWARD COUNTY",0,2402879.61
400443,"FL","BROWARD COUNTY",0,9e+05
355595,"FL","BROWARD COUNTY",0,126000
657977,"FL","BROWARD COUNTY",0,827976.01
995077,"FL","BROWARD COUNTY",0,10425.83
928829,"FL","BROWARD COUNTY",0,241290
319492,"FL","BROWARD COUNTY",0,1209361.84
863903,"FL","BROWARD COUNTY",18630000,18630000
487433,"FL","BROWARD COUNTY",0,177562.69
760909,"FL","BROWARD COUNTY",0,323211.33
644607,"FL","BROWARD COUNTY",0,116405.86
594381,"FL","BROWARD COUNTY",25527.6,25527.6
655843,"FL","BROWARD COUNTY",0,3879.28
556089,"FL","BROWARD COUNTY",0,533581.54
833353,"FL","BROWARD COUNTY",0,547311.74
405261,"FL","BROWARD COUNTY",0,817284.35
277539,"FL","BROWARD COUNTY",0,1175509.51
705161,"FL","BROWARD COUNTY",657090,657090
288100,"FL","BROWARD COUNTY",151711.2,151711.2
177636,"FL","BROWARD COUNTY",21664.8,21664.8
453673,"FL","BROWARD COUNTY",0,1852093.98
490238,"FL","BROWARD COUNTY",0,984762.9
442561,"FL","BROWARD COUNTY",0,516884.94
392677,"FL","BROWARD COUNTY",0,71198.82
500236,"FL","BROWARD COUNTY",0,727707.42
714312,"FL","BROWARD COUNTY",0,5350082.76
695432,"FL","BROWARD COUNTY",0,4860540
370760,"FL","BROWARD COUNTY",0,4806419.4
678433,"FL","BROWARD COUNTY",0,7784896.5
854054,"FL","BROWARD COUNTY",0,147832.2
643040,"FL","BROWARD COUNTY",0,223793.1
499221,"FL","BROWARD COUNTY",0,39015
706303,"FL","BROWARD COUNTY",0,39015
494358,"FL","BROWARD COUNTY",0,8456.4
267225,"FL","BROWARD COUNTY",0,205200
807574,"FL","BROWARD COUNTY",0,64800
160977,"FL","BROWARD COUNTY",0,367200
253879,"FL","BROWARD COUNTY",0,97200
556831,"FL","BROWARD COUNTY",0,421200
441157,"FL","BROWARD COUNTY",0,140400
841136,"FL","BROWARD COUNTY",0,64800
391730,"FL","BROWARD COUNTY",0,54000
882440,"FL","BROWARD COUNTY",0,862219.51
175913,"FL","BROWARD COUNTY",0,36450000
574057,"FL","BROWARD COUNTY",0,117215.92
482953,"FL","BROWARD COUNTY",0,229021.88
740571,"FL","BROWARD COUNTY",0,1329949.9
288722,"FL","BROWARD COUNTY",0,284023.2
628748,"FL","BROWARD COUNTY",0,488700.23
360852,"FL","BROWARD COUNTY",0,53288.16
109345,"FL","BROWARD COUNTY",0,113158.45
618660,"FL","BROWARD COUNTY",0,157790.67
738614,"FL","BROWARD COUNTY",0,126232.53
276058,"FL","BROWARD COUNTY",0,306757.8
534278,"FL","BROWARD COUNTY",0,153378.9
476179,"FL","BROWARD COUNTY",0,153378.9
649431,"FL","BROWARD COUNTY",0,306757.8
286487,"FL","BROWARD COUNTY",0,306757.8
465048,"FL","BROWARD COUNTY",0,306757.8
167736,"FL","BROWARD COUNTY",0,306757.8
124525,"FL","BROWARD COUNTY",0,153378.9
729382,"FL","BROWARD COUNTY",0,1150146
192126,"FL","BROWARD COUNTY",0,1150146
379039,"FL","BROWARD COUNTY",0,306757.8
504480,"FL","BROWARD COUNTY",0,306757.8
374180,"FL","BROWARD COUNTY",0,306757.8
250214,"FL","BROWARD COUNTY",0,153378.9
251997,"FL","BROWARD COUNTY",0,5672981.7
572651,"FL","BROWARD COUNTY",3494880,3494880
310709,"FL","BROWARD COUNTY",0,4176222.05
425984,"FL","BROWARD COUNTY",0,1242282.68
273352,"FL","BROWARD COUNTY",0,3491577.23
108669,"FL","BROWARD COUNTY",0,3071989.07
114373,"FL","BROWARD COUNTY",0,590060.08
715696,"FL","BROWARD COUNTY",0,29074.49
386601,"FL","BROWARD COUNTY",0,20564.36
633186,"FL","BROWARD COUNTY",0,1142565.66
433349,"FL","BROWARD COUNTY",0,5543.98
148203,"FL","BROWARD COUNTY",0,57156.9
958509,"FL","BROWARD COUNTY",0,44778.33
990625,"FL","BROWARD COUNTY",0,662750.71
890045,"FL","BROWARD COUNTY",0,1305547.56
645585,"FL","BROWARD COUNTY",0,106873.19
861134,"FL","BROWARD COUNTY",0,221225.15
737886,"FL","BROWARD COUNTY",0,119848.81
372763,"FL","BROWARD COUNTY",0,337684.72
791146,"FL","BROWARD COUNTY",0,247823.93
841579,"FL","BROWARD COUNTY",0,1267372.63
194928,"FL","BROWARD COUNTY",0,92923.45
127973,"FL","BROWARD COUNTY",0,3366.79
606015,"FL","BROWARD COUNTY",0,37034.71
536921,"FL","BROWARD COUNTY",0,56113.2
127394,"FL","BROWARD COUNTY",0,11222.64
799807,"FL","BROWARD COUNTY",0,143649.78
384005,"FL","BROWARD COUNTY",598075.2,598075.2
399474,"FL","BROWARD COUNTY",21420000,21420000
469880,"FL","BROWARD COUNTY",11340000,11340000
559887,"FL","BROWARD COUNTY",0,2018880.84
636015,"FL","BROWARD COUNTY",0,2018880.84
563524,"FL","BROWARD COUNTY",0,2018880.84
124195,"FL","BROWARD COUNTY",0,2018880.84
287254,"FL","BROWARD COUNTY",0,2018880.84
664013,"FL","BROWARD COUNTY",0,1584780.99
617631,"FL","BROWARD COUNTY",0,1584780.99
357885,"FL","BROWARD COUNTY",0,1584780.99
585381,"FL","BROWARD COUNTY",0,1409401.85
189336,"FL","BROWARD COUNTY",0,1409401.85
704237,"FL","BROWARD COUNTY",0,1409401.85
654967,"FL","BROWARD COUNTY",0,1409401.85
692107,"FL","BROWARD COUNTY",0,1927565.83
142752,"FL","BROWARD COUNTY",0,1927565.83
466037,"FL","BROWARD COUNTY",0,1927565.83
757810,"FL","BROWARD COUNTY",0,1927565.83
705752,"FL","BROWARD COUNTY",0,1927565.83
448027,"FL","BROWARD COUNTY",0,1927565.83
689160,"FL","BROWARD COUNTY",0,1927565.83
888365,"FL","BROWARD COUNTY",0,3698.64
331168,"FL","BROWARD COUNTY",0,19417.86
392108,"FL","BROWARD COUNTY",0,3698.64
527652,"FL","BROWARD COUNTY",0,3698.64
105622,"FL","BROWARD COUNTY",0,3698.64
891545,"FL","BROWARD COUNTY",0,1849.32
435646,"FL","BROWARD COUNTY",0,67500.18
669955,"FL","BROWARD COUNTY",0,6472.62
980080,"FL","BROWARD COUNTY",0,4623.3
103369,"FL","BROWARD COUNTY",0,3698.64
953637,"FL","BROWARD COUNTY",0,6472.62
975299,"FL","BROWARD COUNTY",0,945000
742867,"FL","BROWARD COUNTY",0,91643.4
590884,"FL","BROWARD COUNTY",0,3461375.67
273443,"FL","BROWARD COUNTY",0,3080542.86
601409,"FL","BROWARD COUNTY",0,4977472.52
150569,"FL","BROWARD COUNTY",0,2297871.39
386899,"FL","BROWARD COUNTY",0,3172353.56
